CFOP;Tipo;Categoria;Descrição Resumida do CFOP;Aplicação;Início da Vigência;Fim da Vigência;Válido para NFe (indNFe);Válido para Serviços de Comunicação (indComunica);Válido para Retenção de ICMS de Transporte (indTransp);Válido para Devolução (indDevol);Válido para Retorno de Mercadorias (indRetor);Válido para Anulação de Valor (indAnula);Válido para Remessa de Mercadorias (indRemes);Válido para Operações com Combustível (indComb);Válido para NFCe;Válido para CTe;Válido para CTe OS
5.359;5.000 - Saídas ou Prestações de Serviços para o Estado;5.350 - Prestações De Serviços De Transporte;5.359 - Prestação de serviço de transporte a contribuinte ou a não-contribuinte, quando a mercadoria transportada esteja dispensada de emissão de Nota Fiscal;Prestação de serviço de transporte a contribuinte ou a não-contribuinte, quando não existir a obrigação legal de emissão de Nota Fiscal para a mercadoria transportada. (ACR Ajuste SINIEF 03/2004) (DECRETO Nº 26.810, DE 10 DE JUNHO DE 2004) (a partir de 01.01.2005);01/01/2006;;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;0-Não
5.360;5.000 - Saídas ou Prestações de Serviços para o Estado;5.350 - Prestações De Serviços De Transporte;5.360 - Prestação de serviço de transporte a contribuinte-substituto em relação ao serviço de transporte;Prestação de serviço de transporte a contribuinte a quem tenha sido atribuída a condição de contribuinte-substituto em relação ao imposto incidente na prestação dos serviços.;01/01/2006;;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;0-Não
5.401;5.000 - Saídas ou Prestações de Serviços para o Estado;5.400 - Saídas De Mercadorias Sujeitas Ao Regime De Substituição Tributária;5.401 - Venda de produção do estabelecimento quando o produto esteja sujeito a ST;Venda de produto industrializado ou produzido pelo estabelecimento, quando o referido produto estiver sujeito ao regime de substituição tributária, bem como a de produto industrializado, por estabelecimento industrial ou produtor rural de cooperativa, sujeito ao regime de substituição tributária.,(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005);01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.402;5.000 - Saídas ou Prestações de Serviços para o Estado;5.400 - Saídas De Mercadorias Sujeitas Ao Regime De Substituição Tributária;5.402 - Venda de produção do estabelecimento de produto sujeito a ST, em operação entre contribuintes substitutos do mesmo produto;Classificam-se neste código as vendas de produtos sujeitos ao regime de substituição tributária industrializados no estabelecimento, em operações entre contribuintes substitutos do mesmo produto;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.403;5.000 - Saídas ou Prestações de Serviços para o Estado;5.400 - Saídas De Mercadorias Sujeitas Ao Regime De Substituição Tributária;5.403 - Venda de mercadoria, adquirida ou recebida de terceiros, sujeita a ST, na condição de contribuinte-substituto;Venda de mercadoria, adquirida ou recebida de terceiros, sujeita ao regime de substituição tributária, na condição de contribuinte-substituto.,– (Decreto Nº 25.068/2003). a partir 01.01.2003;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.405;5.000 - Saídas ou Prestações de Serviços para o Estado;5.400 - Saídas De Mercadorias Sujeitas Ao Regime De Substituição Tributária;5.405 - Venda de mercadoria, adquirida ou recebida de terceiros, sujeita a ST, na condição de contribuinte-substituído;Venda de mercadoria, adquirida ou recebida de terceiros, sujeita ao regime de substituição tributária, na condição de contribuinte-substituído.,– (Decreto Nº 25.068/2003). a partir 01.01.2003;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não
5.408;5.000 - Saídas ou Prestações de Serviços para o Estado;5.400 - Saídas De Mercadorias Sujeitas Ao Regime De Substituição Tributária;5.408 - Transferência de produção do estabelecimento quando o produto sujeito a ST;Transferência de produto industrializado ou produzido no estabelecimento, para outro estabelecimento da mesma empresa, quando o produto estiver sujeito ao regime de substituição tributária.,(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005);01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.409;5.000 - Saídas ou Prestações de Serviços para o Estado;5.400 - Saídas De Mercadorias Sujeitas Ao Regime De Substituição Tributária;5.409 - Transferência de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita a ST;Classificam-se neste código as transferências para outro estabelecimento da mesma empresa, de mercadorias adquiridas ou recebidas de terceiros que não tenham sido objeto de qualquer processo industrial no estabelecimento, em operações com mercadorias sujeitas ao regime de substituição tributária.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.410;5.000 - Saídas ou Prestações de Serviços para o Estado;5.400 - Saídas De Mercadorias Sujeitas Ao Regime De Substituição Tributária;5.410 - Devolução de compra p/ industrialização de mercadoria sujeita a ST;"Devolução de mercadoria adquirida para ser utilizada em processo de industrialização ou produção rural, cuja entrada tenha sido classificada como ""Compra para industrialização ou produção rural de mercadoria sujeita ao regime de substituição tributária"".,(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005)";01/01/2006;;1-Sim;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.411;5.000 - Saídas ou Prestações de Serviços para o Estado;5.400 - Saídas De Mercadorias Sujeitas Ao Regime De Substituição Tributária;5.411 - Devolução de compra p/ comercialização em operação com mercadoria sujeita a ST;Classificam-se neste código as devoluções de mercadorias adquiridas para serem comercializadas, cujas entradas tenham sido classificadas como Compra para comercialização em operação com mercadoria sujeita ao regime de substituição tributária.;01/01/2006;;1-Sim;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.412;5.000 - Saídas ou Prestações de Serviços para o Estado;5.400 - Saídas De Mercadorias Sujeitas Ao Regime De Substituição Tributária;5.412 - Devolução de bem do ativo imobilizado, em operação com mercadoria sujeita a ST;Classificam-se neste código as devoluções de bens adquiridos para integrar o ativo imobilizado do estabelecimento, cuja entrada tenha sido classificada no código 1.406 - Compra de bem para o ativo imobilizado cuja mercadoria está sujeita ao regime de substituição tributária.;01/01/2006;;1-Sim;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.413;5.000 - Saídas ou Prestações de Serviços para o Estado;5.400 - Saídas De Mercadorias Sujeitas Ao Regime De Substituição Tributária;5.413 - Devolução de mercadoria destinada ao uso ou consumo, em operação com mercadoria sujeita a ST.;Classificam-se neste código as devoluções de mercadorias adquiridas para uso ou consumo do estabelecimento, cuja entrada tenha sido classificada no código 1.407 - Compra de mercadoria para uso ou consumo cuja mercadoria está sujeita ao regime de substituição tributária.;01/01/2006;;1-Sim;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.414;5.000 - Saídas ou Prestações de Serviços para o Estado;5.400 - Saídas De Mercadorias Sujeitas Ao Regime De Substituição Tributária;5.414 - Remessa de produção do estabelecimento p/ venda fora do estabelecimento, quando o produto sujeito a ST;Remessa de produto industrializado ou produzido pelo estabelecimento para ser vendido fora do estabelecimento, inclusive por meio de veículo, quando o mencionado produto estiver sujeito ao regime de substituição tributária.,(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005);01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não
5.415;5.000 - Saídas ou Prestações de Serviços para o Estado;5.400 - Saídas De Mercadorias Sujeitas Ao Regime De Substituição Tributária;5.415 - Remessa de mercadoria adquirida ou recebida de terceiros p/ venda fora do estabelecimento, em operação com mercadoria sujeita a ST;Classificam-se neste código as remessas de mercadorias adquiridas ou recebidas de terceiros para serem vendidas fora do estabelecimento, inclusive por meio de veículos, em operações com mercadorias sujeitas ao regime de substituição tributária.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não
5.451;5.000 - Saídas ou Prestações de Serviços para o Estado;5.450 - Sistemas De Integração;5.451 - Remessa de animal e de insumo p/ estabelecimento produtor;Classificam-se neste código as saídas referentes à remessa de animais e de insumos para criação de animais no sistema integrado, tais como: pintos, leitões, rações e medicamentos.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não
5.501;5.000 - Saídas ou Prestações de Serviços para o Estado;5.500 - Remessas Para Formação De Lote E Com Fim Específico De Exportação E Eventuais Devoluções (Nr Ajuste SINIEF 09/2005);5.501 - Remessa de produção do estabelecimento, com fim específico de exportação;"Saída de produto industrializado ou produzido pelo estabelecimento, remetido com fim específico de exportação a ""trading company"", empresa comercial exportadora ou outro estabelecimento do remetente,(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005)";01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não
5.502;5.000 - Saídas ou Prestações de Serviços para o Estado;5.500 - Remessas Para Formação De Lote E Com Fim Específico De Exportação E Eventuais Devoluções (Nr Ajuste SINIEF 09/2005);5.502 - Remessa de mercadoria adquirida ou recebida de terceiros, com fim específico de exportação;Classificam-se neste código as saídas de mercadorias adquiridas ou recebidas de terceiros, remetidas com fim específico de exportação a trading company, empresa comercial exportadora ou outro estabelecimento do remetente.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não
5.503;5.000 - Saídas ou Prestações de Serviços para o Estado;5.500 - Remessas Para Formação De Lote E Com Fim Específico De Exportação E Eventuais Devoluções (Nr Ajuste SINIEF 09/2005);5.503 - Devolução de mercadoria recebida com fim específico de exportação;Classificam-se neste código as devoluções efetuadas por trading company, empresa comercial exportadora ou outro estabelecimento do destinatário, de mercadorias recebidas com fim específico de exportação, cujas entradas tenham sido classificadas no código 1.501 - Entrada de mercadoria recebida com fim específico de exportação.;01/01/2006;;1-Sim;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.504;5.000 - Saídas ou Prestações de Serviços para o Estado;5.500 - Remessas Para Formação De Lote E Com Fim Específico De Exportação E Eventuais Devoluções (Nr Ajuste SINIEF 09/2005);5.504 - Remessa de mercadoria p/ formação de lote de exportação, de produto industrializado ou produzido pelo próprio estabelecimento.;Remessa de mercadoria para formação de lote de exportação, de produto industrializado ou produzido pelo próprio estabelecimento.,(ACR Ajuste SINIEF 09/2005) (Dec. 28.868/2006 - a sua aplicação será obrigatória em relação aos fatos geradores ocorridos a partir de 01 de julho de 2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de janeiro a 30 de junho de 2006);01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não
5.505;5.000 - Saídas ou Prestações de Serviços para o Estado;5.500 - Remessas Para Formação De Lote E Com Fim Específico De Exportação E Eventuais Devoluções (Nr Ajuste SINIEF 09/2005);5.505 - Remessa de mercadoria, adquirida ou recebida de terceiros, p/ formação de lote de exportação.;Remessa de mercadoria, adquirida ou recebida de terceiros, para formação de lote de exportação.,(ACR Ajuste SINIEF 09/2005) (Dec. 28.868/2006 - a sua aplicação será obrigatória em relação aos fatos geradores ocorridos a partir de 01 de julho de 2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de janeiro a 30 de junho de 2006);01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não
5.551;5.000 - Saídas ou Prestações de Serviços para o Estado;5.550 - Operações Com Bens De Ativo Imobilizado E Materiais Para Uso Ou Consumo;5.551 - Venda de bem do ativo imobilizado;Classificam-se neste código as vendas de bens integrantes do ativo imobilizado do estabelecimento.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.552;5.000 - Saídas ou Prestações de Serviços para o Estado;5.550 - Operações Com Bens De Ativo Imobilizado E Materiais Para Uso Ou Consumo;5.552 - Transferência de bem do ativo imobilizado;Classificam-se neste código os bens do ativo imobilizado transferidos para outro estabelecimento da mesma empresa.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.553;5.000 - Saídas ou Prestações de Serviços para o Estado;5.550 - Operações Com Bens De Ativo Imobilizado E Materiais Para Uso Ou Consumo;5.553 - Devolução de compra de bem p/ o ativo imobilizado;Classificam-se neste código as devoluções de bens adquiridos para integrar o ativo imobilizado do estabelecimento, cuja entrada foi classificada no código 1.551 - Compra de bem para o ativo imobilizado.;01/01/2006;;1-Sim;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.554;5.000 - Saídas ou Prestações de Serviços para o Estado;5.550 - Operações Com Bens De Ativo Imobilizado E Materiais Para Uso Ou Consumo;5.554 - Remessa de bem do ativo imobilizado p/ uso fora do estabelecimento;Classificam-se neste código as remessas de bens do ativo imobilizado para uso fora do estabelecimento.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não
